Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"April 1, 2017",Florida,Tampa,219 S Howard Ave,1,4,,FL,27.9420289,-82.4832392
"April 1, 2017",Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,,OK,35.4804884,-97.5756083
"March 30, 2017",Illinois,Chicago,2704 E 75th St,4,0,,IL,41.76008150000001,-87.55838690000002
"March 27, 2017",Florida,Sanford,209 Hays Dr,2,4,,FL,28.7893255,-81.2816701
"March 26, 2017",Ohio,Cleveland,E 75th St,2,2,,OH,41.5075735,-81.6363847
"March 26, 2017",Texas,Houston,5619 Aldine Bender Rd,2,4,,TX,29.9320869,-95.305694
"March 26, 2017",Ohio,Cincinnati,4601 Kellogg Ave,2,15,,OH,39.0929146,-84.4283671
"March 25, 2017",Tennessee,Knoxville,Minnesota Ave,1,4,,TN,35.9846368,-83.9578046
"March 25, 2017",Michigan,Detroit,8443 Grand River Ave,1,3,,MI,42.3612245,-83.1209599
"March 25, 2017",Ohio,Cleveland,E 79th St and Woodland Ave,2,2,,OH,41.4881809,-81.63337469999999
"March 24, 2017",California,Fresno,300 block of South Villa Avenue,1,4,,CA,36.7407196,-119.714147
"March 24, 2017",Missouri,Saint Louis,5100 block of Palm St,1,6,,MO,38.6764559,-90.2546445
"March 22, 2017",Wisconsin,Rothschild,1133 E Grand Ave,5,0,,WI,44.8997294,-89.60953330000001
"March 19, 2017",Kentucky,Louisville,1512 Portland Avenue,1,5,,KY,38.2618516,-85.7749543
"March 18, 2017",Michigan,Detroit,16000 block of Rutherford,3,2,,MI,42.4085556,-83.20415969999999
"March 15, 2017",Louisiana,Metairie,2508 Pasadena Ave,3,1,,LA,29.99746549999999,-90.17660649999999
"March 10, 2017",Illinois,Chicago,123 E 51st St,2,2,,IL,41.8017657,-87.62147370000001
"March 10, 2017",Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,,LA,30.0008308,-90.0618643
"March 7, 2017",Illinois,Chicago,W 76th St and S May St,0,4,,IL,41.7559709,-87.65266919999999
"March 5, 2017",Georgia,Columbus,600 block of 32nd Street,0,4,,GA,32.4940719,-84.9851066
"March 4, 2017",Kansas,Topeka,23rd and Bellview,1,4,,KS,39.026109,-95.64496799999999
"March 4, 2017",California,Sacramento,2500 block of 33rd St,0,4,,CA,38.5554271,-121.4697831
"March 3, 2017",Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,,PA,40.0601522,-75.1907202
"March 3, 2017",California,Riverside,8300 block of Trey Ave,0,5,,CA,33.9405676,-117.4625923
"February 28, 2017",Ohio,Cincinnati,1700 of Casey Dr,0,6,,OH,39.17776360000001,-84.5462386
"February 27, 2017",Virginia,Newport News,11810 Fountain Way,0,4,,VA,37.085587,-76.47167209999999
"February 26, 2017",Indiana,Gary,1700 Grant St,1,4,,IN,41.5858875,-87.3567022
"February 25, 2017",Ohio,Warren,1564 Niles Cortland Rd SE,2,3,,OH,41.2209559,-80.7410582
"February 25, 2017",Florida,Jacksonville,3604 Moncrief Rd,1,4,,FL,30.3602912,-81.6764942
"February 22, 2017",New York,Rochester,191 Genesee St,0,4,,NY,43.1464474,-77.6361945
"February 21, 2017",Ohio,Cleveland,16700 Lorain Ave,0,4,,OH,41.4509274,-81.81394170000002
"February 21, 2017",Mississippi,Toomsuba,Butts Road,4,0,,MS,32.4345177,-88.4990502
"February 20, 2017",Ohio,Cleveland,1082 East 105th Street,0,5,,OH,41.5275505,-81.61577109999999
"February 19, 2017",Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,,VA,36.8563048,-76.2791879
"February 18, 2017",Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,,PA,39.9606588,-75.2297531
"February 18, 2017",Indiana,South Bend,1000 block of Yukon St,1,3,,IN,41.6915138,-86.2634534
"February 15, 2017",California,Salinas,30 Soledad Street,0,4,,CA,36.6788084,-121.6526853
"February 15, 2017",Illinois,Chicago,3949 South Albany Avenue,3,2,,IL,41.8211962,-87.7018465
"February 12, 2017",Missouri,Caruthersville,908 Truman Blvd,1,6,,MO,36.1898675,-89.6675959
"February 12, 2017",New York,Newburgh,253 South William Street,1,3,,NY,41.4964007,-74.01899209999999
"February 12, 2017",Florida,Greenville,Church Ave and Obadiah St,0,5,,FL,30.4617157,-83.63302809999999
"February 11, 2017",Illinois,Chicago,100 block of N Mayfield,1,3,,IL,41.8823943,-87.7718712
"February 11, 2017",Tennessee,Savannah,Clifton Road and Midway Drive,0,4,,TN,35.2352699,-88.2328028
"February 10, 2017",Louisiana,New Orleans,2nd St and Dryades St,1,5,,LA,29.9348579,-90.0853961
"February 9, 2017",Mississippi,Jackson,3150 Robinson Road,4,0,,MS,32.3068047,-90.2390805
"February 8, 2017",Ohio,Cleveland,16379 Euclid Ave,1,4,,OH,41.5461974,-81.56603779999999
"February 7, 2017",South Carolina,Columbia,5500 block of Fairfield Road,0,4,,SC,34.0592634,-81.02573459999999
"February 7, 2017",Arkansas,Little Rock,25 Par Drive,1,4,,AR,34.6728628,-92.42902029999999
"February 6, 2017",Mississippi,Yazoo City,11th Street,4,0,,MS,32.8633726,-90.40924989999999
"January 31, 2017",Tennessee,Memphis,1576 S White Station Rd,0,4,,TN,35.0880611,-89.8903632
"January 31, 2017",District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,0,4,,,38.8458805,-76.99638089999999
"January 30, 2017",Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,,MN,45.0513311,-93.3538638
"January 29, 2017",Louisiana,Shreveport,6363 Hearne Ave,1,4,,LA,32.4489324,-93.7798997
"January 27, 2017",Washington,Bremerton,Tenino Dr W,4,0,,WA,47.5625175,-122.8283605
"January 27, 2017",Tennessee,Brownsville,221 Morgan St,0,10,,TN,35.5976273,-89.23223469999999
"January 26, 2017",Georgia,Albany,1510 Maryland Drive,2,3,,GA,31.5847264,-84.1830956
"January 25, 2017",Illinois,Chicago,500 block of E 75th St,0,6,,IL,41.7586749,-87.612292
"January 22, 2017",Texas,Manvel,200 block of Oak Shore Dr,3,2,,TX,29.4627365,-95.35799399999999
"January 22, 2017",Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,,IL,41.7795905,-87.6693456
"January 22, 2017",Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,,GA,33.6877868,-84.4934528
"January 21, 2017",Georgia,Jonesboro,6510 Tara Blvd,0,6,,GA,33.5768877,-84.37207099999999
"January 21, 2017",Florida,Boynton Beach,500 NE 2nd St,0,5,,FL,26.5307967,-80.0614102
"January 21, 2017",Tennessee,Memphis,500 block of Delta Road,2,2,,TN,35.0182963,-90.0808349
"January 20, 2017",Mississippi,Como,Smart Road,1,4,,MS,34.5333306,-89.7741592
"January 20, 2017",California,Fresno,4700 block of E Montecito Ave,0,4,,CA,36.7340778,-119.7409618
"January 16, 2017",Texas,Houston,8535 Martin Luther King Boulevard,0,4,,TX,29.6590475,-95.33619080000001
"January 16, 2017",Florida,Miami,6011 NW 32nd Ave,0,8,,FL,25.8294289,-80.2488814
"January 15, 2017",Colorado,Capulin,County Road Y,3,1,,CO,37.298152,-106.1042689
"January 15, 2017",Mississippi,Magnolia,6000 block of Church Road,1,4,,MS,31.1285292,-90.5340219
"January 12, 2017",Missouri,Kansas City,8607 E 61st Terrace,3,2,,MO,39.01221839999999,-94.48556909999999
"January 12, 2017",California,Salinas,500 block of Sunrise St,2,2,,CA,36.685208,-121.6141734
"January 11, 2017",New Jersey,Newark,Hawkins Street and Christie Street,1,3,,NJ,40.7278889,-74.1388467
"January 11, 2017",Illinois,Chicago,4200 block of S Talman,1,3,,IL,41.817299,-87.691135
"January 7, 2017",Michigan,Flint,2500 block of Churchill Ave,1,3,,MI,43.03413,-83.6587857
"January 6, 2017",California,Pasadena,100 block of W Claremont St,2,2,,CA,34.1666645,-118.152891
"January 6, 2017",Florida,Fort Lauderdale,100 Terminal Dr,5,6,,FL,26.0700741,-80.14378359999999
"January 4, 2017",California,Fontana,14520 Village Drive,3,1,,CA,34.0437426,-117.4861745
"January 3, 2017",Texas,Allen,500 block of Hawthorne Drive,0,4,,TX,33.084276,-96.6664498
"January 1, 2017",Mississippi,Winstonville,114 North Greyer Street,0,5,,MS,33.9139987,-90.75149309999999
"January 1, 2017",Texas,Dallas,9220 Skillman Street,1,3,,TX,32.9021992,-96.71432539999999
"January 1, 2017",Florida,Miami,8000 block of NW 14th Ave,0,7,,FL,25.8482844,-80.22160679999999
