,state_id,zip,lat,lng,gym count
13603,NJ,7201,40.6718,-74.1773,181
13613,NJ,7865,40.7846,-74.8989,
13620,NJ,7850,40.906,-74.6638,280
13645,MA,2536,41.5969,-70.5672,373
13658,MA,2346,41.8803,-70.8742,0
13666,MA,1568,42.177,-71.6046,0
13686,VT,5343,43.0986,-72.8004,169
13692,VT,5340,43.1623,-72.9342,460
13701,NH,3269,43.5281,-71.6016,54
13703,VT,5736,43.6146,-73.0095,52
13710,VT,5734,43.9821,-73.3302,0
13719,ME,4276,44.5347,-70.6154,0
13721,VT,5866,44.6422,-72.1276,0
13723,ME,4434,44.7854,-69.1337,0
13735,ME,4413,45.5507,-67.7436,0
13759,AK,99515,61.1174,-149.8889,13
13787,LA,70346,30.1221,-91.0276,1
13796,LA,70767,30.4741,-91.3229,0
13797,LA,70455,30.5196,-90.3246,1
13799,LA,70634,30.7939,-93.2397,0
13808,LA,71432,31.7512,-92.4713,0
13811,LA,71368,31.8646,-91.68799999999999,0
13816,LA,71269,32.4457,-91.7869,0
13819,LA,71234,32.6442,-92.3417,0
13823,NM,88311,32.8074,-105.9886,0
13824,SC,29470,32.8222,-80.2511,0
13835,SC,29437,33.1418,-80.4226,0
13859,NM,88130,34.1355,-103.3105,0
13862,SC,29697,34.6281,-82.54799999999999,1
13863,AR,72002,34.6631,-92.5291,1
13877,AR,72830,35.5138,-93.5117,0
13888,AR,72443,36.1805,-90.4142,0
13943,NJ,8247,39.051,-74.7833,5
13980,NJ,8075,40.0293,-74.9499,0
13987,NJ,8730,40.1049,-74.0636,27
14015,NJ,7032,40.7535,-74.1204,2
14019,NJ,7643,40.8463,-74.0386,33
14021,NJ,7874,40.9214,-74.7362,19
14023,NJ,7641,40.9622,-73.9976,120
14050,MA,2648,41.6707,-70.4163,0
14052,MA,2630,41.7046,-70.3033,87
14054,MA,2538,41.777,-70.6491,0
14064,MA,2019,42.0777,-71.4741,49
14065,MA,1128,42.0949,-72.4881,39
14066,MA,1103,42.104,-72.5921,12
14074,MA,2492,42.2761,-71.2437,16
14084,MA,1887,42.56100000000001,-71.1654,24
14088,MA,1854,42.6491,-71.348,15
14097,NH,3841,42.8832,-71.1806,9
14107,NH,3221,43.2517,-71.9617,122
14108,VT,5143,43.2701,-72.6321,1
14112,ME,4046,43.4203,-70.492,1
14117,NH,3894,43.6122,-71.1718,3
14127,VT,5040,44.0671,-72.2024,30
14128,ME,4238,44.2107,-70.3818,0
14130,VT,5660,44.2472,-72.7414,181
14135,VT,5905,44.6937,-71.6695,1
14180,AK,99576,59.9893,-158.3949,0
14181,AK,99785,65.3419,-166.4926,0
14208,LA,70563,30.0247,-91.7284,0
14209,LA,70341,30.0306,-91.0679,0
14214,LA,70803,30.4143,-91.1776,29
14224,LA,71449,31.5428,-93.5199,0
14234,LA,71031,32.0082,-92.9059,0
14236,LA,71422,32.0783,-92.664,0
14238,SC,29915,32.1147,-80.869,0
14247,NM,88344,32.5699,-105.3113,0
14264,NM,88343,33.2259,-105.0771,0
14273,AR,71666,33.7611,-91.2822,0
14276,AR,71720,33.781,-92.6482,0
14278,SC,29209,33.9241,-80.9533,1
14282,SC,29138,34.0445,-81.7728,0
14284,SC,29078,34.1835,-80.6991,1
14285,SC,29069,34.1862,-80.0962,0
14295,SC,29693,34.6526,-83.1515,0
14297,SC,29709,34.7203,-80.0966,0
14298,AR,72118,34.8414,-92.3298,0
14304,NM,87122,35.1907,-106.4989,4
14310,NM,87144,35.324,-106.7099,1
14311,AR,72845,35.3641,-93.3753,0
14313,NM,87347,35.4273,-108.4464,0
14316,AR,72852,35.6837,-93.5537,0
14323,AR,72556,36.0236,-91.9591,0
14333,AR,72454,36.4011,-90.2079,0
14452,NJ,8089,39.7182,-74.8243,2
14460,NJ,8721,39.9039,-74.155,9
14468,NJ,8533,40.0711,-74.4937,2
14476,NJ,8629,40.2206,-74.7312,0
14486,NJ,7760,40.3689,-74.0042,7
14488,NJ,8559,40.4375,-74.9711,2
14503,NJ,7002,40.6644,-74.1087,99
14513,NJ,7055,40.8575,-74.1282,0
14529,NJ,7860,41.0602,-74.8134,51
14575,MA,2651,41.875,-70.0035,31
14586,MA,1056,42.1922,-72.458,128
14590,MA,2171,42.2882,-71.0246,13
14594,MA,2113,42.3653,-71.0553,253
14595,MA,1074,42.3865,-72.0944,61
14611,VT,5342,42.7683,-72.7947,0
14621,NH,3104,43.0094,-71.4414,116
14632,NH,3234,43.2152,-71.3387,0
14633,VT,5161,43.3157,-72.806,17
14640,NH,3887,43.4862,-71.0628,71
14641,NH,3243,43.5251,-71.7648,0
14647,VT,5052,43.5993,-72.3579,3
14649,NH,3222,43.6276,-71.7826,28
14650,VT,5732,43.6851,-73.1826,0
14658,ME,4287,44.0572,-69.9682,0
14669,ME,4926,44.4816,-69.5164,4
14670,ME,4239,44.5306,-70.2097,0
14672,VT,5657,44.5347,-72.5258,1
14681,ME,4967,44.7714,-69.438,0
14694,ME,4493,45.2379,-68.5338,0
14702,ME,4495,45.4546,-68.3299,0
14712,ME,4764,46.4186,-68.5682,
14739,AK,99903,55.8214,-132.0593,0
14740,AK,99733,65.7928,-144.1828,0
14753,LA,70356,29.6418,-90.9606,0
14759,LA,70047,29.9695,-90.3659,3
14760,LA,70518,30.1334,-91.9288,1
14762,LA,70445,30.3677,-89.9128,0
14764,LA,70431,30.6132,-89.9738,0
14769,LA,71351,31.1774,-91.9629,0
14796,AR,71858,33.589,-93.2662,0
14798,SC,29137,33.6006,-81.3245,0
14802,AR,71670,33.7369,-91.4069,0
14815,NM,87801,34.1305,-106.846,0
14828,AR,72024,34.7685,-91.751,0
14829,AR,72064,34.7921,-91.611,0
14834,SC,29609,34.9124,-82.389,8
14835,SC,29671,34.9351,-82.7215,0
14836,AR,72348,34.9414,-90.4233,0
14848,AR,72472,35.5961,-90.5359,0
14850,AR,72650,35.88,-92.7062,0
14851,AR,72703,36.1151,-94.0489,0
14966,NJ,8736,40.12,-74.0684,30
14973,NJ,8550,40.281,-74.6174,24
14988,NJ,7946,40.6778,-74.51100000000001,0
14991,NJ,7030,40.7452,-74.0322,0
14993,NJ,7094,40.781,-74.0662,18
14995,NJ,7657,40.8312,-74.0146,324
15056,MA,2170,42.2665,-71.0161,6
15063,MA,1741,42.53,-71.3513,19
15064,MA,1460,42.535,-71.4891,81
15065,MA,1432,42.5647,-71.5714,871
15066,MA,1346,42.6889,-72.8175,16
15081,NH,3278,43.2934,-71.8261,0
15085,ME,4083,43.4673,-70.8139,1
15095,NH,3886,43.8626,-71.28699999999999,0
15102,ME,4280,44.1215,-70.0615,0
15103,ME,4353,44.2053,-69.6125,0
15105,NH,3771,44.2851,-72.0093,0
15112,ME,4952,44.4094,-69.1428,0
15113,ME,4611,44.4877,-67.5963,27
15114,ME,4261,44.5646,-70.9201,0
15118,ME,4474,44.715,-68.779,0
15119,VT,5822,44.7504,-72.1427,0
15121,VT,5441,44.7914,-72.7697,85
15165,AK,99657,61.7743,-161.3941,0
15187,LA,70544,29.9044,-91.6623,0
15188,LA,70006,30.014,-90.1917,36
15189,LA,70065,30.0276,-90.25399999999999,14
15196,LA,70471,30.4072,-90.0623,20
15197,LA,70466,30.5681,-90.5014,1
15204,LA,71346,31.1131,-92.3761,0
15212,LA,71055,32.6725,-93.2981,0
15216,SC,29466,32.8785,-79.7899,12
15222,AR,71834,33.1162,-93.9538,0
15239,SC,29832,33.8396,-81.8082,0
15254,SC,29045,34.1824,-80.8099,0
15257,SC,29175,34.4438,-80.5983,0
15263,SC,29372,34.9058,-81.7087,0
15267,NM,87327,34.9803,-108.7881,0
15268,SC,29303,34.9934,-81.9673,2
15274,AR,72936,35.1896,-94.2256,0
15275,AR,72058,35.2422,-92.3706,0
15276,AR,72951,35.3207,-93.8751,0
15288,AR,72744,35.9636,-94.43799999999999,0
15305,NM,88418,36.7251,-103.6834,0
15398,NJ,8031,39.8667,-75.0944,20
15410,NJ,8505,40.1046,-74.7394,35
15430,NJ,7080,40.5747,-74.4152,80
15451,NJ,7452,40.96,-74.1248,77
15452,NJ,7417,41.0085,-74.2082,0
15490,MA,2330,41.8739,-70.7563,2
15499,MA,2048,42.0163,-71.2187,0
15500,MA,2035,42.0627,-71.2461,649
15501,MA,1030,42.0689,-72.68,573
15502,MA,2343,42.1473,-71.0048,82
15503,MA,2061,42.1608,-70.8177,29
15504,MA,1040,42.2126,-72.6411,52
15506,MA,1607,42.2274,-71.7887,263
15507,MA,1073,42.2308,-72.7386,20
15510,MA,1062,42.3219,-72.6928,2
15514,MA,2139,42.3625,-71.1031,464
15525,MA,1301,42.623999999999995,-72.604,66
15528,NH,3048,42.7482,-71.762,117
15529,NH,3461,42.7525,-72.0108,22
15532,NH,3084,42.82899999999999,-71.8551,10
15535,NH,3827,42.907,-70.9876,1
15540,NH,3445,43.0143,-72.21300000000001,20
15541,VT,5346,43.0251,-72.5317,0
15553,ME,4064,43.5261,-70.3898,70
15555,ME,4042,43.6295,-70.6245,0
15558,ME,4020,43.7681,-70.8102,133
15560,NH,3223,43.8497,-71.6815,47
15563,NH,3780,44.0324,-71.9775,254
15565,VT,5669,44.0666,-72.7309,0
15609,ME,4785,47.13,-67.9868,0
15630,AK,99758,65.1518,-149.3723,0
15655,LA,70374,29.601999999999997,-90.4987,0
15658,LA,70115,29.9239,-90.102,112
15677,LA,71357,32.1111,-91.2985,0
15679,LA,71068,32.2837,-93.3218,0
15685,SC,29451,32.8215,-79.7535,2
15687,SC,29418,32.8892,-80.0648,6
15690,SC,29492,32.9138,-79.8824,4
15699,NM,87943,33.3915,-107.7322,0
15700,SC,29113,33.4362,-81.1323,0
15702,NM,88351,33.5495,-105.0876,0
15717,AR,71665,33.9338,-92.1153,0
15719,SC,29583,33.9724,-79.5721,0
15721,SC,29511,33.9773,-79.115,0
15729,NM,88318,34.2083,-105.3855,0
15732,SC,29563,34.3535,-79.2043,0
15734,AR,72015,34.4933,-92.5896,0
15736,SC,29714,34.711,-80.9153,0
15742,SC,29340,34.9819,-81.5939,0
15744,AR,72034,35.0504,-92.4868,1
15747,NM,87114,35.1971,-106.6837,29
15752,NM,87004,35.3578,-106.5833,6
15753,AR,72863,35.3651,-93.509,0
15763,NM,87578,36.039,-105.7653,0
15767,AR,72762,36.1878,-94.2292,1
15770,AR,72642,36.3709,-92.5441,0
15852,NJ,8330,39.4761,-74.7413,3
15870,NJ,8753,39.9792,-74.1555,28
15887,NJ,8502,40.4483,-74.6557,16
15903,NJ,7863,40.8129,-74.9603,0
15904,NJ,7073,40.8181,-74.0854,0
15909,NJ,7661,40.9269,-74.0388,0
15937,MA,2347,41.8313,-70.9591,8
15951,MA,1245,42.1881,-73.2189,62
15964,MA,1803,42.5022,-71.2026,1600
15966,MA,1225,42.5627,-73.1548,112
15967,MA,1420,42.5858,-71.8166,558
15975,VT,5301,42.8462,-72.6607,0
15987,VT,5158,43.0982,-72.4703,37
15988,NH,3046,43.1018,-71.6055,29
15989,ME,3904,43.1105,-70.7311,51
15991,NH,3301,43.2244,-71.5434,14
16003,NH,3254,43.725,-71.3777,20
16004,NH,3882,43.7458,-71.0421,1700
16005,VT,5772,43.756,-72.7447,217
16010,NH,3813,44.0973,-71.0452,206
16015,ME,4917,44.4882,-69.8401,0
16021,VT,5846,44.8013,-71.8631,0
16040,ME,4740,46.6432,-67.8549,66
16044,ME,4750,46.9583,-67.8571,526
16075,LA,70056,29.8886,-90.0303,34
16081,LA,70737,30.2251,-90.9222,10
16082,LA,70817,30.375999999999998,-90.9809,10
16093,LA,71343,31.517,-91.9044,0
16095,NM,88020,31.7707,-108.8282,0
16098,NM,88005,32.2581,-106.8218,8
16100,NM,88012,32.5835,-106.7715,0
16104,NM,88260,32.9915,-103.3991,0
16117,AR,71671,33.6043,-92.1015,0
16127,AR,71859,33.749,-93.9082,0
16129,SC,29572,33.7692,-78.7892,6
16130,SC,29105,33.8084,-81.5956,0
16147,SC,29384,34.3449,-82.0915,0
16148,AR,72140,34.368,-91.1606,0
16155,AR,72126,34.9374,-92.9148,0
16157,AR,72372,34.9697,-90.9466,0
16185,NM,87532,35.9933,-106.0897,1
16216,NM,87415,36.8183,-108.0974,0
16309,NJ,8077,40.001999999999995,-74.9951,24
16314,NJ,8701,40.0765,-74.2032,4
16326,NJ,7748,40.3944,-74.1157,30
16328,NJ,8825,40.513000000000005,-75.025,3
16331,NJ,7095,40.5537,-74.2865,56
16333,NJ,8830,40.5697,-74.3171,95
16342,NJ,7974,40.6973,-74.4032,1
16343,NJ,7901,40.7147,-74.3659,1
16349,NJ,7932,40.7771,-74.3928,50
16359,NJ,7601,40.889,-74.0461,132
16362,NJ,7652,40.9455,-74.0712,72
16394,MA,2790,41.5999,-71.0832,52
16413,MA,2760,41.97,-71.3359,37
16419,MA,1519,42.201,-71.6801,382
16427,MA,2461,42.3168,-71.2085,22
16428,MA,2468,42.3272,-71.2308,0
16429,MA,1520,42.3354,-71.8528,605
16433,MA,1452,42.4838,-72.0051,10
16434,MA,1801,42.4869,-71.1543,31
16438,MA,1824,42.5911,-71.3556,103
16442,MA,1430,42.6602,-71.9237,275
16444,MA,1340,42.6833,-72.7185,15
16448,NH,3057,42.9027,-71.6841,0
16449,NH,3848,42.9157,-71.0663,0
16458,VT,5359,43.1526,-72.7159,0
16462,NH,3825,43.2136,-71.0429,69
16464,NH,3839,43.262,-70.9837,17
16465,NH,3263,43.2954,-71.3109,52
16474,ME,4076,43.5524,-70.8379,0
16475,VT,5071,43.5607,-72.5534,80
16480,NH,3849,43.9002,-71.1339,1
16484,ME,4258,44.1483,-70.3379,0
16491,VT,5842,44.5532,-72.2208,1
16494,ME,4438,44.5986,-68.919,0
16501,ME,4479,45.1276,-69.307,0
16534,AK,99550,57.9019,-153.0284,0
16535,AK,99674,61.7096,-148.16,0
16536,AK,99676,62.4578,-149.704,0
16559,LA,70373,29.5971,-90.3424,1
16567,LA,70084,30.0752,-90.5679,1
16568,LA,70129,30.0825,-89.8156,0
16575,LA,70769,30.3073,-90.9404,4
16578,LA,70711,30.5316,-90.5996,1
16580,LA,70729,30.5859,-91.3506,0
16592,NM,88030,32.1877,-107.7294,0
16593,LA,71016,32.2325,-93.1083,0
16600,NM,88310,32.7007,-106.0057,0
16607,NM,88325,32.8512,-105.8626,0
16608,LA,71260,32.9079,-92.2388,0
16609,NM,88028,32.9329,-108.6359,0
16618,AR,71837,33.2578,-93.8544,0
16638,SC,29054,33.9421,-81.3804,0
16643,SC,29169,33.9965,-81.0972,9
16644,SC,29072,34.0005,-81.2755,9
16654,SC,29620,34.1787,-82.4287,0
16656,AR,71929,34.3058,-93.1626,0
16667,NM,87123,35.0711,-106.46799999999999,12
16669,NM,87108,35.0725,-106.5784,67
16673,NM,87120,35.1351,-106.7371,12
16677,AR,72855,35.2529,-93.6787,0
16678,AR,72010,35.3202,-91.5361,0
16682,AR,72921,35.4754,-94.1944,0
16684,AR,72949,35.5771,-93.8077,0
16686,AR,72854,35.7063,-93.4243,0
16689,AR,72438,35.9466,-90.2211,0
16691,AR,72641,35.9824,-93.2305,0
16801,NJ,8312,39.6613,-75.0803,5
16813,NJ,8034,39.9061,-74.9993,11
16817,NJ,8110,39.9723,-75.0606,28
16842,NJ,8824,40.4226,-74.5515,16
16843,NJ,7721,40.4358,-74.2355,35
16849,NJ,8817,40.5155,-74.3942,50
16854,NJ,7064,40.5682,-74.2483,0
16857,NJ,8833,40.645,-74.8205,5
16858,NJ,8809,40.6512,-74.9223,7
16859,NJ,7206,40.6519,-74.1842,99
16876,NJ,7463,41.0132,-74.126,0
16877,NJ,7435,41.036,-74.45,18
16881,NJ,7480,41.0874,-74.3773,217
16911,MA,2576,41.778,-70.7637,1100
16917,MA,2718,41.8689,-71.0116,2
16929,MA,2359,42.0654,-70.8014,20
16931,MA,1085,42.1538,-72.7697,66
16934,MA,1020,42.1764,-72.5653,751
16935,MA,2090,42.2202,-71.2107,2
16939,MA,1545,42.2843,-71.7155,429
16940,MA,1609,42.2864,-71.829,74
16945,MA,1749,42.3887,-71.5465,12
16956,MA,1826,42.6832,-71.3006,2
16961,NH,3079,42.7903,-71.2201,32
16970,NH,3042,43.0501,-71.0748,22
16983,NH,3224,43.3499,-71.5508,515
16988,ME,4072,43.538999999999994,-70.4623,
16994,VT,5760,43.8027,-73.2928,555
16995,VT,5032,43.8064,-72.6594,11
16999,ME,4039,43.8875,-70.3422,
17007,NH,3847,44.0701,-71.1132,135
17010,ME,4253,44.4079,-70.215,0
17011,ME,4358,44.4182,-69.5329,0
17020,ME,4933,44.8176,-69.2292,0
17025,VT,5857,44.93600000000001,-72.3047,0
17066,AK,99561,60.1514,-164.252,0
17067,AK,99516,61.0714,-149.7184,0
17095,LA,70581,30.2517,-92.738,0
17116,SC,29928,32.1615,-80.7635,15
17119,LA,71282,32.365,-91.1811,0
17137,LA,71069,32.9662,-93.9875,0
17138,SC,29429,32.9735,-79.6695,0
17148,AR,71854,33.446999999999996,-93.9015,0
17171,SC,29063,34.1402,-81.2056,6
17179,AR,72150,34.3186,-92.3933,1
17180,SC,29126,34.3227,-81.4204,0
17182,NM,88121,34.7146,-103.9807,0
17187,AR,72392,34.9571,-91.0985,0
17188,AR,72023,34.9576,-92.0565,3
17190,SC,29690,35.0595,-82.4215,0
17193,AR,72802,35.3128,-93.0668,0
17346,NJ,8086,39.8456,-75.1943,
17347,NJ,8088,39.8493,-74.6926,
17361,NJ,7731,40.1497,-74.2,27
17382,NJ,8835,40.542,-74.5892,37
17383,NJ,8854,40.5466,-74.4634,39
17399,NJ,7930,40.7801,-74.6869,197
17400,NJ,7093,40.7882,-74.0114,0
17413,NJ,7403,41.0212,-74.3319,209
17414,NJ,7438,41.0302,-74.5197,0
17446,MA,2743,41.7138,-70.9012,2
17460,MA,2093,42.0513,-71.3552,82
17467,MA,1230,42.1847,-73.3437,353
17470,MA,1772,42.3014,-71.5304,
17472,MA,2115,42.341,-71.0946,184
17477,MA,1510,42.4119,-71.6888,1200
17483,MA,1341,42.5045,-72.7051,139
17486,MA,1379,42.5528,-72.4025,18
17487,MA,1349,42.5727,-72.4833,839
17491,MA,1938,42.6836,-70.8429,81
17495,VT,5350,42.7987,-72.9718,219
17497,NH,3055,42.8177,-71.6738,578
17499,VT,5201,42.881,-73.1415,0
17505,VT,5345,42.9843,-72.6799,0
17513,NH,3244,43.1178,-71.9184,960
17516,NH,3275,43.1604,-71.4178,0
17523,NH,3225,43.3587,-71.2382,83
17532,ME,4047,43.7361,-70.9108,0
17533,VT,5065,43.7845,-72.4233,46
17538,ME,4364,44.3115,-69.9624,1
17544,VT,5442,44.7586,-72.6768,0
17551,VT,5476,44.9631,-72.6412,1
17564,ME,4776,45.8511,-68.3234,0
17585,AK,99841,57.7943,-135.1849,0
17586,AK,99754,64.9014,-157.6953,0
17609,LA,70358,29.2158,-90.0277,0
17616,LA,70510,29.8981,-92.1997,0
17617,LA,70062,29.9893,-90.2558,18
17618,LA,70049,30.0289,-90.5702,1
17620,LA,70529,30.197,-92.1622,0
17628,LA,70453,30.6939,-90.7665,0
17633,LA,71468,31.4812,-93.1476,0
17654,AR,71730,33.2006,-92.6291,1
17662,AR,71764,33.4317,-93.0469,0
17670,SC,29805,33.6474,-81.6052,0
17680,SC,29061,33.8982,-80.8503,0
17682,SC,29835,33.9189,-82.2903,0
17689,AR,71832,34.0378,-94.3509,1
17700,AR,71943,34.3394,-93.5945,0
17704,NM,87063,34.5011,-105.8575,0
17707,AR,72223,34.7883,-92.5109,0
17708,SC,29376,34.8153,-81.9493,1
17710,SC,29676,34.9332,-82.9607,0
17711,SC,29651,34.9472,-82.226,6
17720,AR,72365,35.5175,-90.4373,0
17722,AR,72354,35.6156,-90.3166,0
17726,AR,72501,35.7915,-91.6534,0
17731,AR,72685,36.0557,-92.9753,0
17733,AR,72513,36.2259,-91.6515,0
17736,AR,72616,36.3432,-93.5566,0
17743,NM,87740,36.7554,-104.4105,0
17820,NJ,8401,39.3794,-74.4525,8
17829,NJ,8094,39.6535,-74.9673,10
17834,NJ,8012,39.7843,-75.0553,25
17835,NJ,8084,39.829,-75.0154,5
17839,NJ,8033,39.8932,-75.03699999999999,0
17866,NJ,8820,40.5771,-74.3657,0
17877,NJ,7208,40.6741,-74.2252,4
17886,NJ,7876,40.8535,-74.6557,24
17887,NJ,7034,40.8797,-74.38,1
17889,NJ,7676,40.9884,-74.0636,61
17900,NJ,7461,41.24100000000001,-74.6066,0
17937,MA,1529,42.038999999999994,-71.5775,4
17938,MA,1081,42.0623,-72.23100000000001,87
17948,MA,2460,42.352,-71.2083,193
17949,MA,2144,42.4006,-71.1218,25
17950,MA,1096,42.4042,-72.7682,0
17952,MA,1867,42.535,-71.1056,17
17954,MA,1851,42.6281,-71.3356,38
17967,MA,1913,42.853,-70.9446,46
17970,NH,3874,42.887,-70.8607,9
17977,NH,3833,42.9748,-70.9891,15
17979,NH,3856,43.0392,-70.9664,0
17988,ME,4006,43.4442,-70.3447,2
17992,ME,4103,43.6938,-70.2909,0
17999,NH,3779,43.9724,-72.0287,20
18011,VT,5871,44.6877,-71.9418,0
18045,AK,99678,59.3339,-160.1124,0
18046,AK,99603,59.5246,-151.2287,0
18047,AK,99650,61.9421,-162.8856,0
18071,LA,70508,30.1555,-92.0286,22
18074,LA,70668,30.1869,-93.59899999999999,0
18075,LA,70458,30.2587,-89.7944,11
18076,LA,70546,30.2652,-92.6678,0
18080,LA,70814,30.4852,-91.068,5
18091,NM,88007,32.3108,-107.0266,0
18094,LA,71264,32.6022,-91.7747,0
18098,NM,87942,33.0983,-107.4351,0
18100,SC,29477,33.1674,-80.5706,1
18104,SC,29803,33.4218,-81.68,0
18111,SC,29588,33.6716,-79.0245,2
18118,SC,29172,33.9075,-81.0721,0
18120,SC,29033,33.9566,-81.0578,13
18139,SC,29547,34.488,-79.3334,0
18140,SC,29178,34.4904,-81.6022,0
18143,AR,72134,34.6287,-91.3687,0
18144,AR,72019,34.6354,-92.6894,0
18146,NM,87031,34.7315,-106.8882,0
18152,SC,29378,34.967,-81.9685,5
18155,SC,29356,35.1439,-82.2637,0
18158,AR,72432,35.5564,-90.72,0
18165,AR,72550,35.7097,-91.78299999999999,0
18168,AR,72404,35.775999999999996,-90.7817,0
18174,AR,72416,35.9619,-90.7951,0
18183,AR,72585,36.1832,-92.0081,0
18192,NM,87714,36.5144,-105.0318,0
18282,NJ,8098,39.6389,-75.3294,0
18301,NJ,7747,40.4132,-74.2518,0
18311,NJ,8886,40.6934,-75.1052,6
18313,NJ,7928,40.7261,-74.4127,51
18319,NJ,7047,40.7936,-74.0262,1
18325,NJ,7843,40.9396,-74.6598,8
18328,NJ,7442,41.0027,-74.2856,0
18371,MA,2357,42.0577,-71.0807,0
18377,MA,2190,42.1665,-70.9527,1200
18379,MA,1253,42.2118,-73.1161,179
18381,MA,2025,42.236000000000004,-70.819,30
18386,MA,1776,42.3847,-71.4234,362
18387,MA,1038,42.3855,-72.607,102
18393,MA,1904,42.4915,-70.9727,34
18394,MA,1473,42.5512,-71.9026,0
18399,MA,1440,42.5874,-71.9865,38
18405,MA,1368,42.6808,-72.186,7
18408,NH,3060,42.7412,-71.4592,31
18410,NH,3064,42.778999999999996,-71.4748,37
18411,NH,3063,42.7795,-71.5193,158
18428,NH,3260,43.3536,-71.9219,435
18430,NH,3235,43.4484,-71.6717,156
18435,ME,4102,43.6588,-70.3062,14
18436,ME,4048,43.6873,-70.7828,0
18437,ME,4092,43.6954,-70.3539,0
18441,NH,3836,43.8263,-71.0712,2
18442,NH,3282,43.8601,-71.929,15
18443,NH,3875,43.8955,-71.1861,0
18447,NH,3262,43.9992,-71.738,0
18448,ME,4563,44.0151,-69.2566,5
18450,ME,4357,44.1237,-69.8288,0
18455,NH,3574,44.2533,-71.5982,0
18458,ME,4680,44.5064,-67.9447,111
18461,ME,4606,44.5772,-67.703,0
18462,ME,4988,44.5959,-69.3597,0
18464,ME,4294,44.629,-70.2695,0
18465,ME,4648,44.663999999999994,-67.5903,
18467,NH,3597,44.736000000000004,-71.3929,24
18469,ME,4652,44.8224,-67.0761,0
18480,ME,4430,45.6392,-68.5852,0
18494,ME,4757,46.6627,-68.1724,0
18504,AK,99508,61.2007,-149.8145,9
18538,LA,70501,30.2397,-91.9904,3
18541,LA,70584,30.3884,-92.1013,0
18544,LA,70752,30.5822,-91.4076,0
18556,LA,71295,32.1475,-91.7068,0
18563,LA,71105,32.4567,-93.7097,17
18569,SC,29412,32.7095,-79.9512,12
18574,NM,88317,32.916,-105.6389,0
18575,LA,71072,32.9373,-93.3126,0
18581,SC,29432,33.2311,-80.8079,0
18606,AR,72084,34.1442,-92.6636,0
18617,SC,29627,34.5178,-82.4766,0
18618,NM,88124,34.5461,-103.6536,0
18623,SC,29667,34.7648,-82.7567,0
18627,SC,29730,34.8867,-81.0208,2
18630,NM,87105,34.9693,-106.631,0
18633,AR,72125,35.0679,-92.7868,0
18634,AR,72032,35.0733,-92.3615,4
18637,SC,29322,35.1235,-82.1304,1
18639,NM,88434,35.186,-103.3024,0
18652,AR,72581,35.545,-91.9748,0
18676,AR,72736,36.4122,-94.464,1
18685,NM,87420,36.6908,-108.8495,0
18762,NJ,8023,39.6873,-75.4976,0
18792,NJ,8884,40.3951,-74.3914,28
18797,NJ,8823,40.4415,-74.5651,17
18804,NJ,8863,40.5272,-74.3156,34
18808,NJ,7036,40.6252,-74.2388,63
18825,NJ,7828,40.885,-74.7514,9
18829,NJ,7848,41.1035,-74.6842,8
18869,MA,2356,42.0551,-71.1206,148
18871,MA,1257,42.097,-73.3689,22
18878,MA,2451,42.3982,-71.2571,163
18889,MA,1921,42.6815,-71.0189,8
18890,MA,1833,42.724,-70.9821,1
18903,NH,3102,43.0076,-71.4911,216
18906,NH,3440,43.0541,-71.9825,418
18923,NH,3855,43.4644,-71.1423,1
18934,NH,3227,43.8277,-71.4679,5
18937,ME,4860,43.9693,-69.2284,0
18947,VT,5656,44.6494,-72.6877,23
18952,ME,4654,44.771,-67.5534,0
18962,ME,4619,45.13399999999999,-67.22399999999999,0
18979,ME,4743,47.1951,-68.6174,0
18992,AK,99622,59.8742,-163.2043,0
18993,AK,99502,61.1633,-149.9864,0
18994,AK,99517,61.1902,-149.9371,10
18995,AK,99780,63.1942,-143.0766,0
19012,LA,70643,29.7921,-92.7897,0
19030,LA,70652,30.6077,-93.2673,0
19048,LA,71270,32.4946,-92.6393,2
19051,SC,29487,32.6569,-80.1848,1
19053,LA,71266,32.6981,-91.4962,0
19074,SC,29585,33.5225,-79.1341,0
19077,NM,88201,33.6397,-104.3748,0
19082,AR,71742,33.8489,-92.4528,0
19105,AR,72333,34.2995,-90.8647,0
19111,SC,29630,34.7402,-82.7986,0
19112,AR,72207,34.7736,-92.3456,19
19118,SC,29687,34.9842,-82.3276,0
19119,NM,87121,35.0585,-106.8779,0
19121,AR,72940,35.115,-94.2601,0
19123,AR,72082,35.2329,-91.6736,1
19129,NM,87375,35.672,-108.7562,0
19145,AR,72576,36.3516,-91.8467,0
19151,NM,87401,36.7411,-108.1797,6
19244,NJ,8221,39.3433,-74.5707,0
19254,NJ,8037,39.638000000000005,-74.7728,62
19262,NJ,8050,39.7059,-74.2474,8
19294,NJ,7733,40.3766,-74.1726,12
19300,NJ,8873,40.4983,-74.5329,30
19321,NJ,7857,40.8968,-74.7001,11
19323,NJ,7506,40.9579,-74.1582,25
19352,MA,2726,41.7607,-71.1444,0
19363,MA,1746,42.1977,-71.445,19
19364,MA,1083,42.2038,-72.1949,0
19366,MA,2122,42.3001,-71.0335,578
19368,MA,1531,42.3193,-72.128,37
19369,MA,2111,42.3501,-71.0591,65
19375,MA,1564,42.4412,-71.773,5
19376,MA,1890,42.4518,-71.1463,40
